,s_visi,s_cond,e_visi,e_cond
659,10.0,Mostly Cloudy,10.0,Mostly Cloudy
660,9.0,Clear,9.0,Clear
661,10.0,Clear,10.0,Clear
662,10.0,Clear,10.0,Clear
663,10.0,Mostly Cloudy,10.0,Scattered Clouds
664,10.0,Mostly Cloudy,10.0,Mostly Cloudy
665,8.0,Scattered Clouds,8.0,Scattered Clouds
666,10.0,Clear,10.0,Clear
667,10.0,Clear,10.0,Clear
668,10.0,Clear,10.0,Clear
669,9.0,Clear,9.0,Clear
670,2.0,Overcast,1.5,Overcast
671,9.0,Clear,9.0,Clear
672,5.0,Haze,5.0,Haze
673,10.0,Clear,10.0,Clear
674,10.0,Clear,10.0,Clear
675,10.0,Mostly Cloudy,10.0,Mostly Cloudy
676,10.0,Clear,10.0,Clear
677,10.0,Clear,10.0,Clear
678,10.0,Mostly Cloudy,10.0,Mostly Cloudy
679,10.0,Clear,10.0,Clear
680,10.0,Clear,10.0,Clear
681,10.0,Overcast,10.0,Overcast
682,10.0,Overcast,10.0,Overcast
683,10.0,Clear,10.0,Clear
684,10.0,Partly Cloudy,10.0,Partly Cloudy
685,10.0,Clear,10.0,Clear
686,4.0,Partly Cloudy,4.0,Partly Cloudy
687,4.0,Partly Cloudy,4.0,Partly Cloudy
688,5.0,Haze,5.0,Haze
689,10.0,Clear,10.0,Clear
690,9.0,Mostly Cloudy,9.0,Mostly Cloudy
691,1.8,Rain,1.8,Rain
692,8.0,Clear,8.0,Clear
693,10.0,Clear,10.0,Clear
694,10.0,Clear,10.0,Clear
695,7.0,Overcast,7.0,Overcast
696,10.0,Clear,10.0,Clear
697,10.0,Mostly Cloudy,10.0,Clear
698,10.0,Overcast,10.0,Overcast
699,10.0,Clear,10.0,Clear
700,10.0,Clear,10.0,Clear
701,10.0,Mostly Cloudy,10.0,Mostly Cloudy
702,10.0,Clear,10.0,Clear
703,10.0,Clear,10.0,Clear
704,10.0,Clear,10.0,Clear
705,10.0,Clear,10.0,Clear
706,10.0,Clear,10.0,Clear
707,10.0,Clear,10.0,Clear
708,8.0,Clear,8.0,Clear
709,10.0,Clear,10.0,Clear
710,9.0,Scattered Clouds,9.0,Scattered Clouds
711,9.0,Clear,9.0,Clear
712,10.0,Clear,10.0,Clear
713,10.0,Partly Cloudy,10.0,Partly Cloudy
714,5.0,Overcast,5.0,Overcast
715,10.0,Partly Cloudy,10.0,Partly Cloudy
716,9.0,Clear,9.0,Clear
717,10.0,Overcast,10.0,Overcast
718,10.0,Clear,10.0,Clear
719,7.0,Scattered Clouds,7.0,Scattered Clouds
720,10.0,Clear,10.0,Clear
721,10.0,Clear,10.0,Clear
722,10.0,Clear,10.0,Clear
723,6.0,Haze,6.0,Haze
724,10.0,Partly Cloudy,10.0,Partly Cloudy
725,7.0,Overcast,7.0,Overcast
726,5.0,Haze,5.0,Haze
727,10.0,Clear,10.0,Clear
728,9.0,Mostly Cloudy,9.0,Mostly Cloudy
729,7.0,Partly Cloudy,7.0,Partly Cloudy
730,8.0,Mostly Cloudy,7.0,Partly Cloudy
731,10.0,Clear,10.0,Clear
732,10.0,Clear,10.0,Clear
733,10.0,Mostly Cloudy,10.0,Mostly Cloudy
734,10.0,Clear,10.0,Clear
735,10.0,Scattered Clouds,10.0,Scattered Clouds
736,9.0,Clear,9.0,Clear
737,8.0,Mostly Cloudy,8.0,Mostly Cloudy
738,10.0,Clear,10.0,Clear
739,10.0,Clear,10.0,Clear
740,10.0,Mostly Cloudy,10.0,Mostly Cloudy
741,10.0,Partly Cloudy,10.0,Partly Cloudy
742,10.0,Clear,10.0,Clear
743,8.0,Mostly Cloudy,8.0,Partly Cloudy
744,10.0,Clear,10.0,Clear
745,9.0,Clear,10.0,Clear
746,10.0,Clear,10.0,Clear
747,10.0,Clear,10.0,Clear
748,7.0,Partly Cloudy,8.0,Clear
749,7.0,Scattered Clouds,9.0,Partly Cloudy
750,9.0,Overcast,9.0,Overcast
751,10.0,Scattered Clouds,10.0,Clear
752,10.0,Mostly Cloudy,10.0,Mostly Cloudy
753,10.0,Clear,10.0,Clear
754,10.0,Overcast,10.0,Overcast
755,10.0,Clear,10.0,Clear
756,10.0,Clear,10.0,Clear
757,5.0,Overcast,1.8,Light Rain
758,10.0,Clear,10.0,Clear
759,10.0,Clear,10.0,Clear
760,10.0,Clear,10.0,Clear
761,9.0,Scattered Clouds,9.0,Scattered Clouds
762,1.8,Light Rain,1.5,Overcast
763,5.0,Overcast,3.0,Light Rain
764,10.0,Clear,10.0,Clear
765,8.0,Mostly Cloudy,8.0,Scattered Clouds
766,6.0,Haze,6.0,Haze
767,10.0,Overcast,10.0,Overcast
768,8.0,Mostly Cloudy,8.0,Mostly Cloudy
769,10.0,Clear,10.0,Clear
770,10.0,Overcast,10.0,Overcast
771,10.0,Overcast,10.0,Overcast
772,5.0,Haze,5.0,Haze
773,10.0,Clear,10.0,Clear
774,10.0,Clear,10.0,Clear
775,8.0,Scattered Clouds,8.0,Scattered Clouds
776,1.8,Light Rain,1.8,Light Rain
777,9.0,Clear,9.0,Clear
778,10.0,Clear,10.0,Clear
779,8.0,Scattered Clouds,8.0,Scattered Clouds
780,10.0,Partly Cloudy,10.0,Partly Cloudy
781,10.0,Overcast,10.0,Overcast
782,9.0,Clear,9.0,Clear
783,10.0,Clear,10.0,Clear
784,10.0,Mostly Cloudy,10.0,Mostly Cloudy
785,10.0,Scattered Clouds,10.0,Scattered Clouds
786,10.0,Clear,10.0,Clear
787,10.0,Partly Cloudy,10.0,Partly Cloudy
788,10.0,Clear,10.0,Clear
789,10.0,Clear,10.0,Clear
790,7.0,Clear,7.0,Clear
791,10.0,Clear,10.0,Clear
792,8.0,Scattered Clouds,8.0,Mostly Cloudy
793,10.0,Clear,10.0,Clear
794,5.0,Haze,5.0,Haze
795,10.0,Clear,10.0,Clear
796,8.0,Clear,8.0,Clear
797,8.0,Scattered Clouds,8.0,Scattered Clouds
798,10.0,Partly Cloudy,9.0,Scattered Clouds
799,10.0,Clear,9.0,Clear
800,5.0,Haze,5.0,Haze
801,10.0,Mostly Cloudy,10.0,Mostly Cloudy
802,10.0,Partly Cloudy,10.0,Clear
803,10.0,Clear,10.0,Clear
804,10.0,Clear,10.0,Clear
805,10.0,Partly Cloudy,10.0,Partly Cloudy
806,7.0,Overcast,7.0,Overcast
807,10.0,Clear,10.0,Clear
808,8.0,Clear,8.0,Mostly Cloudy
809,10.0,Clear,10.0,Clear
810,10.0,Clear,10.0,Clear
811,10.0,Mostly Cloudy,10.0,Overcast
812,9.0,Clear,9.0,Clear
813,10.0,Clear,10.0,Clear
814,10.0,Clear,10.0,Clear
815,10.0,Clear,10.0,Clear
816,8.0,Clear,8.0,Clear
817,10.0,Clear,10.0,Clear
818,8.0,Clear,8.0,Clear
819,10.0,Clear,10.0,Clear
820,9.0,Clear,9.0,Clear
821,8.0,Scattered Clouds,8.0,Scattered Clouds
822,10.0,Partly Cloudy,10.0,Partly Cloudy
823,10.0,Partly Cloudy,10.0,Partly Cloudy
824,8.0,Mostly Cloudy,9.0,Mostly Cloudy
825,4.0,Partly Cloudy,4.0,Partly Cloudy
826,10.0,Clear,10.0,Clear
827,10.0,Clear,10.0,Clear
828,10.0,Clear,10.0,Clear
829,10.0,Scattered Clouds,10.0,Scattered Clouds
830,10.0,Partly Cloudy,10.0,Partly Cloudy
831,10.0,Partly Cloudy,10.0,Partly Cloudy
832,4.0,Light Rain,7.0,Scattered Clouds
833,10.0,Clear,10.0,Clear
834,10.0,Clear,10.0,Clear
835,10.0,Clear,10.0,Clear
836,10.0,Clear,10.0,Clear
837,5.0,Haze,5.0,Haze
838,10.0,Clear,10.0,Clear
839,10.0,Clear,10.0,Mostly Cloudy
840,10.0,Clear,10.0,Clear
841,10.0,Overcast,10.0,Overcast
842,10.0,Clear,10.0,Scattered Clouds
843,10.0,Partly Cloudy,10.0,Partly Cloudy
844,10.0,Overcast,10.0,Overcast
845,10.0,Clear,10.0,Clear
846,9.0,Clear,9.0,Clear
847,10.0,Clear,10.0,Clear
848,9.0,Mostly Cloudy,9.0,Mostly Cloudy
849,2.0,Overcast,2.0,Overcast
850,9.0,Clear,9.0,Clear
851,10.0,Clear,10.0,Clear
852,10.0,Clear,10.0,Clear
853,10.0,Clear,10.0,Clear
854,10.0,Overcast,10.0,Overcast
855,10.0,Clear,10.0,Clear
856,10.0,Clear,10.0,Clear
857,9.0,Clear,9.0,Clear
858,10.0,Clear,10.0,Clear
859,10.0,Clear,10.0,Clear
860,10.0,Scattered Clouds,10.0,Scattered Clouds
861,10.0,Partly Cloudy,10.0,Partly Cloudy
862,10.0,Clear,10.0,Clear
863,9.0,Scattered Clouds,8.0,Overcast
864,10.0,Clear,10.0,Clear
865,10.0,Clear,10.0,Clear
866,9.0,Overcast,9.0,Overcast
867,10.0,Clear,10.0,Clear
868,10.0,Clear,10.0,Clear
869,8.0,Clear,8.0,Clear
870,9.0,Clear,10.0,Clear
871,10.0,Overcast,10.0,Overcast
872,10.0,Mostly Cloudy,10.0,Mostly Cloudy
873,9.0,Clear,9.0,Clear
874,10.0,Overcast,10.0,Overcast
875,6.0,Haze,8.0,Scattered Clouds
876,10.0,Mostly Cloudy,10.0,Mostly Cloudy
877,10.0,Mostly Cloudy,10.0,Clear
878,10.0,Clear,10.0,Clear
879,10.0,Clear,10.0,Clear
880,10.0,Clear,10.0,Clear
881,8.0,Clear,8.0,Clear
882,9.0,Scattered Clouds,9.0,Scattered Clouds
883,10.0,Overcast,10.0,Overcast
884,10.0,Clear,10.0,Clear
885,10.0,Clear,10.0,Clear
886,9.0,Partly Cloudy,9.0,Partly Cloudy
887,10.0,Clear,10.0,Clear
888,10.0,Clear,10.0,Clear
889,10.0,Clear,10.0,Clear
890,10.0,Partly Cloudy,10.0,Partly Cloudy
891,10.0,Mostly Cloudy,10.0,Mostly Cloudy
892,9.0,Partly Cloudy,9.0,Partly Cloudy
893,9.0,Clear,9.0,Clear
894,3.0,Overcast,4.0,Haze
895,10.0,Clear,10.0,Clear
896,10.0,Partly Cloudy,10.0,Partly Cloudy
897,0.5,Rain,0.5,Rain
898,10.0,Partly Cloudy,10.0,Clear
899,10.0,Partly Cloudy,10.0,Partly Cloudy
900,10.0,Clear,10.0,Clear
901,8.0,Scattered Clouds,8.0,Scattered Clouds
902,10.0,Clear,10.0,Clear
903,1.8,Overcast,3.0,Overcast
904,10.0,Clear,10.0,Clear
905,5.0,Haze,10.0,Partly Cloudy
906,10.0,Overcast,10.0,Overcast
907,10.0,Clear,10.0,Clear
908,10.0,Clear,10.0,Clear
909,7.0,Mostly Cloudy,7.0,Mostly Cloudy
910,2.5,Overcast,2.5,Overcast
911,10.0,Mostly Cloudy,10.0,Mostly Cloudy
912,10.0,Partly Cloudy,10.0,Partly Cloudy
913,10.0,Clear,10.0,Clear
914,8.0,Clear,9.0,Clear
915,7.0,Scattered Clouds,7.0,Scattered Clouds
916,10.0,Clear,10.0,Clear
917,10.0,Mostly Cloudy,10.0,Mostly Cloudy
918,10.0,Clear,10.0,Clear
919,10.0,Clear,10.0,Clear
920,2.5,Overcast,2.0,Overcast
921,3.0,Overcast,3.0,Overcast
922,10.0,Scattered Clouds,10.0,Scattered Clouds
923,9.0,Scattered Clouds,9.0,Scattered Clouds
924,10.0,Mostly Cloudy,10.0,Mostly Cloudy
925,10.0,Mostly Cloudy,10.0,Mostly Cloudy
926,10.0,Clear,10.0,Clear
927,4.0,Light Rain,4.0,Light Rain
928,10.0,Clear,10.0,Clear
929,4.0,Mostly Cloudy,1.8,Light Rain
930,8.0,Partly Cloudy,10.0,Overcast
931,10.0,Clear,10.0,Clear
932,10.0,Scattered Clouds,10.0,Scattered Clouds
933,10.0,Clear,10.0,Clear
934,10.0,Clear,10.0,Clear
935,10.0,Clear,10.0,Clear
936,10.0,Clear,10.0,Clear
937,10.0,Partly Cloudy,10.0,Partly Cloudy
938,2.0,Rain,1.5,Rain
939,10.0,Clear,10.0,Clear
940,10.0,Clear,10.0,Clear
941,9.0,Partly Cloudy,9.0,Partly Cloudy
942,10.0,Partly Cloudy,10.0,Partly Cloudy
943,10.0,Clear,10.0,Clear
944,10.0,Mostly Cloudy,10.0,Mostly Cloudy
945,10.0,Clear,10.0,Clear
946,9.0,Scattered Clouds,9.0,Scattered Clouds
947,4.0,Partly Cloudy,4.0,Partly Cloudy
948,6.0,Haze,6.0,Haze
949,10.0,Clear,10.0,Clear
950,10.0,Overcast,10.0,Overcast
951,10.0,Partly Cloudy,10.0,Partly Cloudy
952,5.0,Haze,5.0,Haze
953,10.0,Clear,10.0,Clear
954,5.0,Overcast,5.0,Overcast
955,7.0,Clear,8.0,Clear
956,7.0,Overcast,7.0,Overcast
957,10.0,Clear,10.0,Clear
958,10.0,Partly Cloudy,10.0,Partly Cloudy
959,10.0,Clear,10.0,Clear
960,10.0,Partly Cloudy,10.0,Partly Cloudy
961,10.0,Clear,10.0,Clear
962,10.0,Clear,10.0,Clear
963,10.0,Clear,10.0,Clear
964,10.0,Mostly Cloudy,10.0,Scattered Clouds
965,8.0,Partly Cloudy,8.0,Partly Cloudy
966,10.0,Clear,10.0,Clear
967,10.0,Clear,10.0,Clear
968,10.0,Clear,10.0,Clear
969,10.0,Clear,10.0,Clear
970,5.0,Mostly Cloudy,5.0,Mostly Cloudy
971,9.0,Clear,9.0,Clear
972,10.0,Clear,10.0,Clear
973,9.0,Partly Cloudy,9.0,Partly Cloudy
974,9.0,Clear,9.0,Clear
975,9.0,Clear,9.0,Clear
976,10.0,Clear,10.0,Clear
977,10.0,Clear,10.0,Clear
978,9.0,Partly Cloudy,9.0,Partly Cloudy
979,8.0,Clear,8.0,Clear
980,8.0,Mostly Cloudy,8.0,Mostly Cloudy
981,10.0,Mostly Cloudy,10.0,Mostly Cloudy
982,9.0,Scattered Clouds,9.0,Scattered Clouds
983,9.0,Clear,9.0,Clear
984,7.0,Mostly Cloudy,7.0,Mostly Cloudy
985,10.0,Clear,10.0,Clear
986,10.0,Clear,10.0,Clear
987,10.0,Clear,10.0,Clear
988,10.0,Clear,10.0,Clear
989,10.0,Mostly Cloudy,10.0,Mostly Cloudy
990,10.0,Clear,10.0,Clear
991,10.0,Mostly Cloudy,10.0,Mostly Cloudy
992,10.0,Clear,10.0,Clear
993,9.0,Scattered Clouds,9.0,Scattered Clouds
994,7.0,Clear,7.0,Clear
995,10.0,Clear,10.0,Clear
996,10.0,Mostly Cloudy,10.0,Mostly Cloudy
997,10.0,Overcast,10.0,Overcast
998,10.0,Clear,10.0,Clear
999,4.0,Mostly Cloudy,4.0,Mostly Cloudy
1000,10.0,Clear,10.0,Clear
1001,10.0,Clear,10.0,Clear
1002,10.0,Partly Cloudy,10.0,Partly Cloudy
1003,10.0,Clear,10.0,Clear
1004,10.0,Scattered Clouds,10.0,Scattered Clouds
1005,10.0,Clear,10.0,Clear
1006,10.0,Scattered Clouds,10.0,Scattered Clouds
1007,10.0,Clear,10.0,Clear
1008,10.0,Overcast,10.0,Mostly Cloudy
1009,10.0,Clear,10.0,Clear
1010,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1011,10.0,Clear,10.0,Clear
1012,10.0,Clear,10.0,Clear
1013,10.0,Clear,10.0,Clear
1014,10.0,Clear,10.0,Clear
1015,8.0,Partly Cloudy,8.0,Partly Cloudy
1016,10.0,Clear,10.0,Clear
1017,9.0,Overcast,9.0,Overcast
1018,10.0,Clear,10.0,Scattered Clouds
1019,10.0,Partly Cloudy,10.0,Partly Cloudy
1020,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1021,10.0,Clear,10.0,Clear
1022,10.0,Scattered Clouds,10.0,Scattered Clouds
1023,10.0,Clear,10.0,Clear
1024,10.0,Clear,10.0,Clear
1025,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1026,10.0,Clear,10.0,Clear
1027,10.0,Clear,10.0,Clear
1028,10.0,Clear,10.0,Clear
1029,10.0,Scattered Clouds,10.0,Scattered Clouds
1030,10.0,Clear,10.0,Clear
1031,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1032,10.0,Clear,10.0,Clear
1033,10.0,Clear,10.0,Scattered Clouds
1034,10.0,Clear,10.0,Clear
1035,10.0,Scattered Clouds,10.0,Scattered Clouds
1036,10.0,Clear,10.0,Clear
1037,10.0,Clear,10.0,Partly Cloudy
1038,10.0,Scattered Clouds,10.0,Scattered Clouds
1039,10.0,Clear,10.0,Clear
1040,10.0,Clear,10.0,Clear
1041,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1042,10.0,Scattered Clouds,10.0,Scattered Clouds
1043,7.0,Light Rain,7.0,Light Rain
1044,10.0,Clear,10.0,Clear
1045,10.0,Clear,10.0,Clear
1046,10.0,Clear,10.0,Clear
1047,10.0,Clear,10.0,Clear
1048,10.0,Clear,10.0,Clear
1049,10.0,Clear,10.0,Clear
1050,10.0,Clear,10.0,Clear
1051,10.0,Clear,10.0,Clear
1052,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1053,10.0,Clear,10.0,Clear
1054,10.0,Clear,10.0,Clear
1055,10.0,Scattered Clouds,10.0,Scattered Clouds
1056,10.0,Clear,10.0,Clear
1057,6.0,Overcast,1.8,Rain
1058,10.0,Scattered Clouds,10.0,Scattered Clouds
1059,10.0,Clear,10.0,Clear
1060,10.0,Clear,10.0,Clear
1061,10.0,Clear,10.0,Clear
1062,10.0,Overcast,10.0,Overcast
1063,10.0,Clear,10.0,Clear
1064,10.0,Scattered Clouds,10.0,Overcast
1065,10.0,Scattered Clouds,10.0,Scattered Clouds
1066,10.0,Clear,10.0,Clear
1067,10.0,Clear,10.0,Clear
1068,10.0,Partly Cloudy,10.0,Scattered Clouds
1069,10.0,Overcast,10.0,Overcast
1070,9.0,Clear,9.0,Clear
1071,10.0,Scattered Clouds,10.0,Scattered Clouds
1072,10.0,Clear,10.0,Clear
1073,10.0,Partly Cloudy,10.0,Partly Cloudy
1074,9.0,Overcast,9.0,Overcast
1075,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1076,10.0,Clear,10.0,Clear
1077,10.0,Clear,10.0,Clear
1078,9.0,Mostly Cloudy,9.0,Mostly Cloudy
1079,10.0,Partly Cloudy,10.0,Partly Cloudy
1080,10.0,Clear,10.0,Clear
1081,10.0,Clear,10.0,Clear
1082,10.0,Partly Cloudy,10.0,Partly Cloudy
1083,10.0,Clear,10.0,Clear
1084,10.0,Clear,10.0,Clear
1085,10.0,Clear,10.0,Clear
1086,10.0,Scattered Clouds,10.0,Scattered Clouds
1087,10.0,Clear,10.0,Clear
1088,10.0,Clear,10.0,Clear
1089,10.0,Clear,10.0,Clear
1090,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1091,10.0,Partly Cloudy,10.0,Partly Cloudy
1092,10.0,Scattered Clouds,10.0,Scattered Clouds
1093,9.0,Overcast,9.0,Overcast
1094,3.0,Light Rain,3.0,Light Rain
1095,10.0,Clear,10.0,Clear
1096,10.0,Clear,10.0,Clear
1097,10.0,Clear,10.0,Clear
1098,10.0,Mostly Cloudy,10.0,Clear
1099,10.0,Scattered Clouds,10.0,Scattered Clouds
1100,10.0,Partly Cloudy,10.0,Partly Cloudy
1101,10.0,Clear,10.0,Clear
1102,10.0,Clear,10.0,Clear
1103,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1104,10.0,Clear,10.0,Clear
1105,10.0,Clear,10.0,Clear
1106,10.0,Clear,10.0,Clear
1107,10.0,Clear,10.0,Clear
1108,10.0,Partly Cloudy,10.0,Partly Cloudy
1109,10.0,Scattered Clouds,10.0,Scattered Clouds
1110,10.0,Clear,10.0,Clear
1111,10.0,Clear,10.0,Clear
1112,10.0,Clear,10.0,Clear
1113,9.0,Clear,9.0,Clear
1114,10.0,Mostly Cloudy,10.0,Scattered Clouds
1115,10.0,Clear,10.0,Clear
1116,10.0,Mostly Cloudy,10.0,Clear
1117,10.0,Clear,10.0,Clear
1118,10.0,Partly Cloudy,10.0,Clear
1119,10.0,Scattered Clouds,10.0,Scattered Clouds
1120,10.0,Partly Cloudy,10.0,Partly Cloudy
1121,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1122,9.0,Mostly Cloudy,9.0,Mostly Cloudy
1123,10.0,Clear,10.0,Clear
1124,10.0,Scattered Clouds,10.0,Scattered Clouds
1125,10.0,Clear,10.0,Clear
1126,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1127,10.0,Clear,10.0,Scattered Clouds
1128,9.0,Partly Cloudy,9.0,Partly Cloudy
1129,10.0,Clear,10.0,Clear
1130,10.0,Overcast,10.0,Scattered Clouds
1131,10.0,Clear,10.0,Clear
1132,10.0,Partly Cloudy,10.0,Clear
1133,10.0,Partly Cloudy,10.0,Partly Cloudy
1134,10.0,Overcast,10.0,Overcast
1135,9.0,Clear,9.0,Clear
1136,10.0,Clear,10.0,Clear
1137,10.0,Clear,10.0,Clear
1138,10.0,Clear,10.0,Clear
1139,10.0,Partly Cloudy,10.0,Partly Cloudy
1140,10.0,Clear,10.0,Clear
1141,10.0,Clear,10.0,Clear
1142,10.0,Clear,10.0,Clear
1143,10.0,Partly Cloudy,10.0,Partly Cloudy
1144,10.0,Scattered Clouds,10.0,Scattered Clouds
1145,10.0,Clear,10.0,Clear
1146,10.0,Clear,10.0,Clear
1147,10.0,Scattered Clouds,10.0,Scattered Clouds
1148,10.0,Clear,10.0,Clear
1149,10.0,Clear,10.0,Clear
1150,10.0,Clear,10.0,Clear
1151,6.0,Overcast,6.0,Overcast
1152,10.0,Clear,10.0,Clear
1153,10.0,Clear,10.0,Clear
1154,10.0,Clear,10.0,Clear
1155,10.0,Overcast,10.0,Overcast
1156,2.5,Rain,3.0,Light Rain
1157,10.0,Clear,10.0,Clear
1158,10.0,Clear,10.0,Clear
1159,10.0,Partly Cloudy,10.0,Partly Cloudy
1160,10.0,Clear,10.0,Clear
1161,10.0,Clear,10.0,Clear
1162,10.0,Clear,10.0,Clear
1163,10.0,Partly Cloudy,10.0,Partly Cloudy
1164,10.0,Clear,10.0,Clear
1165,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1166,10.0,Clear,10.0,Clear
1167,10.0,Clear,10.0,Clear
1168,10.0,Mostly Cloudy,10.0,Partly Cloudy
1169,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1170,10.0,Clear,10.0,Clear
1171,10.0,Clear,10.0,Clear
1172,10.0,Clear,10.0,Clear
1173,10.0,Clear,10.0,Clear
1174,10.0,Clear,10.0,Clear
1175,10.0,Scattered Clouds,10.0,Scattered Clouds
1176,10.0,Overcast,10.0,Overcast
1177,10.0,Overcast,10.0,Overcast
1178,10.0,Clear,10.0,Clear
1179,10.0,Clear,10.0,Clear
1180,10.0,Clear,10.0,Clear
1181,8.0,Clear,8.0,Clear
1182,9.0,Clear,9.0,Clear
1183,10.0,Clear,10.0,Clear
1184,10.0,Clear,10.0,Clear
1185,10.0,Scattered Clouds,10.0,Scattered Clouds
1186,10.0,Partly Cloudy,10.0,Partly Cloudy
1187,9.0,Overcast,9.0,Overcast
1188,10.0,Clear,10.0,Clear
1189,10.0,Partly Cloudy,10.0,Partly Cloudy
1190,10.0,Clear,10.0,Clear
1191,10.0,Clear,10.0,Clear
1192,10.0,Overcast,10.0,Overcast
1193,10.0,Scattered Clouds,10.0,Scattered Clouds
1194,10.0,Clear,10.0,Clear
1195,8.0,Clear,8.0,Clear
1196,7.0,Scattered Clouds,7.0,Scattered Clouds
1197,10.0,Clear,10.0,Clear
1198,9.0,Mostly Cloudy,9.0,Mostly Cloudy
1199,10.0,Partly Cloudy,10.0,Partly Cloudy
1200,8.0,Clear,8.0,Clear
1201,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1202,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1203,10.0,Clear,10.0,Clear
1204,10.0,Clear,10.0,Clear
1205,10.0,Scattered Clouds,10.0,Scattered Clouds
1206,10.0,Clear,10.0,Clear
1207,10.0,Partly Cloudy,10.0,Partly Cloudy
1208,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1209,10.0,Overcast,10.0,Overcast
1210,10.0,Clear,10.0,Clear
1211,9.0,Clear,9.0,Clear
1212,10.0,Clear,10.0,Clear
1213,6.0,Haze,6.0,Haze
1214,10.0,Clear,10.0,Clear
1215,10.0,Clear,10.0,Clear
1216,10.0,Clear,10.0,Clear
1217,9.0,Clear,9.0,Clear
1218,10.0,Clear,10.0,Clear
1219,10.0,Partly Cloudy,10.0,Partly Cloudy
1220,10.0,Mostly Cloudy,10.0,Scattered Clouds
1221,10.0,Clear,10.0,Clear
1222,10.0,Mostly Cloudy,10.0,Scattered Clouds
1223,10.0,Clear,10.0,Clear
1224,10.0,Clear,10.0,Clear
1225,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1226,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1227,10.0,Clear,9.0,Mostly Cloudy
1228,10.0,Clear,10.0,Clear
1229,10.0,Clear,10.0,Clear
1230,10.0,Clear,10.0,Clear
1231,10.0,Clear,10.0,Clear
1232,10.0,Scattered Clouds,10.0,Scattered Clouds
1233,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1234,10.0,Overcast,10.0,Overcast
1235,10.0,Clear,10.0,Clear
1236,10.0,Overcast,10.0,Overcast
1237,10.0,Clear,10.0,Clear
1238,10.0,Scattered Clouds,10.0,Scattered Clouds
1239,10.0,Clear,10.0,Clear
1240,10.0,Clear,10.0,Clear
1241,10.0,Clear,10.0,Clear
1242,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1243,10.0,Clear,10.0,Partly Cloudy
1244,10.0,Clear,10.0,Clear
1245,10.0,Clear,10.0,Scattered Clouds
1246,10.0,Clear,10.0,Clear
1247,10.0,Clear,10.0,Clear
1248,10.0,Clear,10.0,Clear
1249,10.0,Clear,10.0,Clear
1250,10.0,Clear,10.0,Clear
1251,10.0,Clear,10.0,Clear
1252,10.0,Clear,10.0,Clear
1253,10.0,Clear,10.0,Clear
1254,10.0,Clear,10.0,Clear
1255,10.0,Clear,10.0,Clear
1256,10.0,Clear,10.0,Clear
1257,10.0,Partly Cloudy,10.0,Partly Cloudy
1258,10.0,Clear,10.0,Clear
1259,10.0,Clear,10.0,Clear
1260,9.0,Clear,9.0,Clear
1261,10.0,Clear,10.0,Clear
1262,10.0,Overcast,10.0,Overcast
1263,10.0,Clear,10.0,Clear
1264,10.0,Clear,10.0,Clear
1265,9.0,Clear,9.0,Clear
1266,10.0,Clear,10.0,Clear
1267,10.0,Partly Cloudy,10.0,Partly Cloudy
1268,10.0,Clear,10.0,Clear
1269,10.0,Overcast,10.0,Overcast
1270,10.0,Partly Cloudy,10.0,Clear
1271,10.0,Clear,10.0,Clear
1272,10.0,Clear,10.0,Clear
1273,10.0,Partly Cloudy,10.0,Partly Cloudy
1274,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1275,10.0,Clear,10.0,Clear
1276,10.0,Scattered Clouds,10.0,Scattered Clouds
1277,10.0,Clear,10.0,Clear
1278,10.0,Clear,10.0,Clear
1279,10.0,Clear,10.0,Clear
1280,10.0,Clear,10.0,Clear
1281,10.0,Overcast,10.0,Mostly Cloudy
1282,10.0,Clear,10.0,Clear
1283,10.0,Partly Cloudy,10.0,Partly Cloudy
1284,10.0,Clear,10.0,Clear
1285,10.0,Scattered Clouds,10.0,Scattered Clouds
1286,10.0,Clear,10.0,Clear
1287,7.0,Partly Cloudy,7.0,Partly Cloudy
1288,10.0,Clear,10.0,Clear
1289,10.0,Clear,10.0,Clear
1290,10.0,Scattered Clouds,10.0,Scattered Clouds
1291,10.0,Clear,10.0,Clear
1292,10.0,Clear,10.0,Clear
1293,10.0,Clear,10.0,Clear
1294,10.0,Clear,10.0,Clear
